Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,2 Digit NAICS Industy,Rp,Link,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32
Veterinary Lab Tech,0.3,0.4,0.2,0.1,0,54,0.7,https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,38240,Associate's degree,"122,900",21% (Much faster than average),"25,200"
Veterinary Medicine Scientist,0.2,0.2,0.4,0.2,0.1,54,0.3636363636,https://www.bls.gov/ooh/healthcare/veterinarians.htm,103260,Doctoral or professional degree,"89,500",20% (Much faster than average),"17,700"
Veterinary Radiologist,0.3,0.2,0.3,0.15,0.05,54,0.5,https://www.bls.gov/ooh/healthcare/veterinarians.htm,103260,Doctoral or professional degree,"89,500",20% (Much faster than average),"17,700"
Veterinary Surgery Technician,0.1,0.4,0.3,0.2,0,54,0.5,https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,38240,Associate's degree,"122,900",21% (Much faster than average),"25,200"
Veterinary Surgery Technologist,0.2,0.4,0.2,0.15,0.05,54,0.6,https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,38240,Associate's degree,"122,900",21% (Much faster than average),"25,200"
Veterinary Technologist,0.2,0.4,0.2,0.2,0,54,0.6,https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,38240,Associate's degree,"122,900",21% (Much faster than average),"25,200"
Veterinary technologists and technicians,0.2,0.4,0.2,0.2,0,54,0.6,https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,38240,Associate's degree,"122,900",21% (Much faster than average),"25,200"
Veterinary X-Ray Operator,0.4,0.4,0.1,0.1,0,54,0.8,https://www.bls.gov/ooh/healthcare/veterinary-technologists-and-technicians.htm,38240,Associate's degree,"122,900",21% (Much faster than average),"25,200"
Vibratory Pile Driver,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-equipment-operators.htm,51050,High school diploma or equivalent,"483,300",3% (As fast as average),"13,300"
Victorian Literature Professor,0.3,0.2,0.4,0.1,0,61,0.5,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Video Camera Operator,0.6,0.2,0.1,0.1,0,51,0.8,https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,62420,Bachelor's degree,"87,500",7% (Faster than average),"5,800"
Video Control Operator,0.8,0.6,0.4,0.2,0.1,51,0.6666666667,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,"142,800",2% (As fast as average),"2,500"
Video Equipment Technician,0.6,0.2,0.1,0.05,0.05,51,0.8,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,"142,800",2% (As fast as average),"2,500"
Video Producer,0.7,0.1,0.5,0.4,0.2,51,0.4210526316,https://www.bls.gov/ooh/entertainment-and-sports/producers-and-directors.htm,85320,Bachelor's degree,"175,300",7% (Faster than average),"11,700"
Video Production Assistant,0.7,0.2,0.4,0.3,0.1,51,0.5294117647,https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm,53960,See How to Become One,"142,800",2% (As fast as average),"2,500"
Video Tape Transferrer,0.8,0.7,0.1,0.1,0.05,51,0.8571428571,https://www.bls.gov/ooh/media-and-communication/film-and-video-editors-and-camera-operators.htm,62420,Bachelor's degree,"87,500",7% (Faster than average),"5,800"
Vineyard Tender,0.05,0.7,0.1,0.1,0.05,11,0.75,https://www.bls.gov/ooh/farming-fishing-and-forestry/agricultural-workers.htm,33290,See How to Become One,"804,600",-2% (Decline),"-16,000"
Vinyl Flooring Installer,0.05,0.7,0.15,0.05,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,47890,No formal educational credential,"120,900",3% (As fast as average),"3,500"
Vinyl Installer,0.05,0.7,0.15,0.1,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,47890,No formal educational credential,"120,900",3% (As fast as average),"3,500"
Violinist,0.05,0.6,0.3,0.05,0,71,0.65,https://www.bls.gov/ooh/entertainment-and-sports/musicians-and-singers.htm,,No formal educational credential,"173,500",1% (Little or no change),"2,100"
Violist,0.05,0.6,0.3,0.05,0,71,0.65,https://www.bls.gov/ooh/entertainment-and-sports/musicians-and-singers.htm,,No formal educational credential,"173,500",1% (Little or no change),"2,100"
Virologist,0.3,0.2,0.4,0.1,0,62,0.5,https://www.bls.gov/ooh/life-physical-and-social-science/microbiologists.htm,81990,Bachelor's degree,"20,900",5% (Faster than average),"1,100"
Visual Designer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/arts-and-design/graphic-designers.htm,57990,Bachelor's degree,"270,900",3% (As fast as average),"8,900"
Viteroretinal Disease Physician,0.1,0.3,0.4,0.2,0,62,0.4,https://www.bls.gov/ooh/healthcare/physicians-and-surgeons.htm,229300,Doctoral or professional degree,"816,900",3% (As fast as average),"24,600"
Viticulturist,0.2,0.4,0.3,0.1,0.2,11,0.5,https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm,74940,Bachelor's degree,"35,400",6% (Faster than average),"2,100"
Vocalist,0.05,0.2,0.5,0.2,0.05,71,0.25,https://www.bls.gov/ooh/entertainment-and-sports/musicians-and-singers.htm,,No formal educational credential,"173,500",1% (Little or no change),"2,100"
Vocational Adviser,0.3,0.2,0.25,0.25,0.1,61,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/school-and-career-counselors.htm,60140,Master's degree,"342,400",5% (Faster than average),"18,400"
Vocational Horticulture Instructor,0.1,0.3,0.3,0.2,0.1,61,0.4,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm,61450,Bachelor's degree,"212,100",0% (Little or no change),-800
Vocational Rehabilitation Counselor,0.3,0.2,0.3,0.7,0.1,62,0.3125,https://www.bls.gov/ooh/community-and-social-service/rehabilitation-counselors.htm,39990,Master's degree,"84,800",2% (As fast as average),"1,600"
Vocational Rehabilitation Job Coach,0.2,0.3,0.2,0.3,0.1,62,0.4545454545,https://www.bls.gov/ooh/community-and-social-service/rehabilitation-counselors.htm,39990,Master's degree,"84,800",2% (As fast as average),"1,600"
Voice-Over Artist,0.4,0.3,0.2,0.1,0,51,0.7,https://www.bls.gov/ooh/entertainment-and-sports/actors.htm,,"Some college, no degree","78,100",3% (As fast as average),"2,500"
Voice Professor,0.1,0.2,0.3,0.4,0.1,61,0.2727272727,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Voice Writing Reporter,0.4,0.3,0.2,0.1,0,51,0.7,https://www.bls.gov/ooh/legal/court-reporters.htm,63560,Postsecondary nondegree award,"21,300",3% (As fast as average),600
Volcanologist,0.3,0.2,0.4,0.1,0,54,0.5,https://www.bls.gov/ooh/life-physical-and-social-science/geoscientists.htm,87480,Bachelor's degree,"26,300",5% (Faster than average),"1,300"
Volcanology Professor,0.2,0.1,0.5,0.15,0.05,61,0.3,https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100"
Volunteer Coordinator,0.3,0.2,0.2,0.3,0.2,62,0.4166666667,https://www.bls.gov/ooh/business-and-financial/human-resources-specialists.htm,64240,Bachelor's degree,"874,500",6% (Faster than average),"51,400"
VP Advertising,0.4,0.1,0.3,0.1,0.1,54,0.5,https://www.bls.gov/ooh/management/advertising-promotions-and-marketing-managers.htm,138730,Bachelor's degree,"389,000",6% (Faster than average),"24,300"
VP Marketing,0.4,0.1,0.3,0.1,0.1,54,0.5,https://www.bls.gov/ooh/management/advertising-promotions-and-marketing-managers.htm,138730,Bachelor's degree,"389,000",6% (Faster than average),"24,300"
VP Promotions,0.4,0.1,0.2,0.2,0.1,54,0.5,https://www.bls.gov/ooh/management/advertising-promotions-and-marketing-managers.htm,138730,Bachelor's degree,"389,000",6% (Faster than average),"24,300"
Wage and Salary Administrator,0.4,0.3,0.2,0.1,0.2,52,0.5833333333,https://www.bls.gov/ooh/management/compensation-and-benefits-managers.htm,131280,Bachelor's degree,"17,500",2% (As fast as average),400
Waiters and waitresses,0.05,0.7,0.1,0.9,0.05,72,0.4166666667,https://www.bls.gov/ooh/food-preparation-and-serving/waiters-and-waitresses.htm,29120,No formal educational credential,"2,194,100",-3% (Decline),"-68,600"
Wall-to-Wall Carpet Installer,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/tile-and-marble-setters.htm,47890,No formal educational credential,"120,900",3% (As fast as average),"3,500"
Wall Insulation Sprayer,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/insulation-workers.htm,47980,See How to Become One,"61,600",2% (As fast as average),"1,000"
Wallpaperer Helper,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900"
Wallpaper Hanger Helper,0.05,0.8,0.05,0.1,0,23,0.85,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900"
Wall Taper,0.05,0.7,0.1,0.15,0,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/drywall-and-ceiling-tile-installers-and-tapers.htm,51160,No formal educational credential,"134,500",1% (Little or no change),"1,400"
Wall Taper Helper,0.05,0.7,0.1,0.1,0.05,23,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900"
WAN Systems Administrator,0.8,0.1,0.4,0.2,0.1,54,0.5625,https://www.bls.gov/ooh/computer-and-information-technology/network-and-computer-systems-administrators.htm,90520,Bachelor's degree,"339,900",2% (As fast as average),"8,300"
Want Ad Clerk,0.4,0.5,0.05,0.05,0,51,0.9,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000"
Warehouse Checker,0.1,0.7,0.1,0.1,0,48,0.8,https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,40490,High school diploma or equivalent,"1,315,200",-4% (Decline),"-57,300"
Warehouse Clerk,0.2,0.6,0.05,0.1,0.05,48,0.8,https://www.bls.gov/ooh/office-and-administrative-support/material-recording-clerks.htm,40490,High school diploma or equivalent,"1,315,200",-4% (Decline),"-57,300"
Warehouse Stocker,0.1,0.7,0.05,0.1,0.05,48,0.8,https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm,34960,See How to Become One,"7,099,400",5% (Faster than average),"353,400"
Warning Coordination Meteorologist,0.4,0.2,0.3,0.1,0,54,0.6,https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-including-meteorologists.htm,83780,Bachelor's degree,"10,500",4% (As fast as average),500
Warrant Clerk,0.4,0.4,0.1,0.1,0,92,0.8,https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000"
Warranty Clerk,0.6,0.3,0.05,0.05,0,44,0.9,https://www.bls.gov/ooh/office-and-administrative-support/customer-service-representatives.htm,37780,High school diploma or equivalent,"2,982,900",-5% (Decline),"-162,700"
Waste Management Engineer,0.3,0.4,0.2,0.1,0.2,56,0.5833333333,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm,96530,Bachelor's degree,"47,300",6% (Faster than average),"2,900"
Waste Treatment Operator,0.1,0.6,0.2,0.05,0.05,22,0.7,https://www.bls.gov/ooh/production/water-and-wastewater-treatment-plant-and-system-operators.htm,51600,High school diploma or equivalent,"124,800",-6% (Decline),"-7,900"
Wastewater Operator,0.1,0.6,0.2,0.05,0.05,22,0.7,https://www.bls.gov/ooh/production/water-and-wastewater-treatment-plant-and-system-operators.htm,51600,High school diploma or equivalent,"124,800",-6% (Decline),"-7,900"
Wastewater Treatment Engineer,0.3,0.2,0.3,0.1,0.1,22,0.5,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm,96530,Bachelor's degree,"47,300",6% (Faster than average),"2,900"
Water and wastewater treatment plant and system operators,0.2,0.5,0.2,0.05,0.05,22,0.7,https://www.bls.gov/ooh/production/water-and-wastewater-treatment-plant-and-system-operators.htm,51600,High school diploma or equivalent,"124,800",-6% (Decline),"-7,900"
Watercolor Artist,0.2,0.3,0.5,0.1,0.05,71,0.4347826087,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,53140,See How to Become One,"54,600",4% (As fast as average),"2,400"
Water Colorist,0.1,0.3,0.5,0.1,0,71,0.4,https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm,53140,See How to Become One,"54,600",4% (As fast as average),"2,400"
Water Conservationist,0.2,0.3,0.3,0.1,0.1,22,0.5,https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm,64420,Bachelor's degree,"36,000",4% (As fast as average),"1,300"
Water Main Installer Helper,0.05,0.7,0.1,0.15,0,22,0.75,https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900"
Water Plant Operator,0.2,0.5,0.2,0.05,0.05,22,0.7,https://www.bls.gov/ooh/production/water-and-wastewater-treatment-plant-and-system-operators.htm,51600,High school diploma or equivalent,"124,800",-6% (Decline),"-7,900"
Water Pollution Scientist,0.3,0.2,0.4,0.1,0.05,54,0.4761904762,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm,76480,Bachelor's degree,"80,500",6% (Faster than average),"4,900"
Water Pump Installer,0.05,0.6,0.2,0.1,0.05,23,0.65,https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm,60090,High school diploma or equivalent,"482,700",2% (As fast as average),"10,900"
Water Quality Analyst,0.4,0.3,0.2,0.05,0.05,22,0.7,https://www.bls.gov/ooh/life-physical-and-social-science/environmental-scientists-and-specialists.htm,76480,Bachelor's degree,"80,500",6% (Faster than average),"4,900"
Water Taxi Ferry Operator,0.05,0.6,0.1,0.2,0.05,48,0.65,https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,66100,See How to Become One,"83,200",2% (As fast as average),"1,500"
Water Taxi Operator,0.05,0.6,0.1,0.2,0.05,48,0.65,https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,66100,See How to Become One,"83,200",2% (As fast as average),"1,500"
Water transportation workers,0.1,0.6,0.1,0.1,0.1,48,0.7,https://www.bls.gov/ooh/transportation-and-material-moving/water-transportation-occupations.htm,66100,See How to Become One,"83,200",2% (As fast as average),"1,500"
Water Treatment Plant Engineer,0.3,0.4,0.2,0.05,0.05,22,0.7,https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm,96530,Bachelor's degree,"47,300",6% (Faster than average),"2,900"
Water Treatment Technician,0.2,0.4,0.2,0.1,0.1,22,0.6,https://www.bls.gov/ooh/production/water-and-wastewater-treatment-plant-and-system-operators.htm,51600,High school diploma or equivalent,"124,800",-6% (Decline),"-7,900"
Wax Pattern Coater,0.05,0.7,0.1,0.05,0.1,33,0.75,https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200"
Weather Analyst,0.7,0.2,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-including-meteorologists.htm,83780,Bachelor's degree,"10,500",4% (As fast as average),500
Weather Forecaster,0.7,0.2,0.7,0.2,0.1,54,0.4736842105,https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-including-meteorologists.htm,83780,Bachelor's degree,"10,500",4% (As fast as average),500
Weatherman,0.4,0.3,0.2,0.1,0,51,0.7,https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-including-meteorologists.htm,83780,Bachelor's degree,"10,500",4% (As fast as average),500
Web Applications Developer,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/web-developers.htm,80730,Bachelor's degree,"216,700",16% (Much faster than average),"34,700"
Web Architect,0.9,0.1,0.7,0.2,0.1,54,0.5,https://www.bls.gov/ooh/computer-and-information-technology/web-developers.htm,80730,Bachelor's degree,"216,700",16% (Much faster than average),"34,700"
Web Content Developer,0.8,0.1,0.4,0.2,0.05,51,0.5806451613,https://www.bls.gov/ooh/computer-and-information-technology/web-developers.htm,80730,Bachelor's degree,"216,700",16% (Much faster than average),"34,700"
Web Content Specialist,0.8,0.4,0.6,0.2,0.1,51,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/web-developers.htm,80730,Bachelor's degree,"216,700",16% (Much faster than average),"34,700"
Web Developer,0.9,0.4,0.5,0.2,0.1,54,0.619047619,https://www.bls.gov/ooh/computer-and-information-technology/web-developers.htm,80730,Bachelor's degree,"216,700",16% (Much faster than average),"34,700"
Web developers and digital designers,0.9,0.3,0.6,0.2,0.1,54,0.5714285714,https://www.bls.gov/ooh/computer-and-information-technology/web-developers.htm,80730,Bachelor's degree,"216,700",16% (Much faster than average),"34,700"
Wedding Makeup Artist,0.1,0.4,0.3,0.2,0,81,0.5,https://www.bls.gov/ooh/personal-care-and-service/barbers-hairstylists-and-cosmetologists.htm,33400,Postsecondary nondegree award,"618,900",8% (Faster than average),"47,200"
Wedding Photographer,0.4,0.3,0.2,0.1,0.05,71,0.6666666667,https://www.bls.gov/ooh/media-and-communication/photographers.htm,40170,High school diploma or equivalent,"148,900",4% (As fast as average),"6,100"
