Job Title,Digital Work,Routine Work,Cognitive/ Innovation Work,Interpersonal Work,Management Work,Education Level,2 Digit NAICS Industy,Rp,Pay,Education,Number of Jobs in 2022,Job Outlook,Employment Change 2022-32,URL
Sociocultural Anthropology Professor,0.2,0.1,0.5,0.15,0.05,PhD,61,0.3,67220,Bachelor's degree,"26,400",8% (Faster than average),"2,200",https://www.bls.gov/ooh/management/entertainment-and-recreation-managers.htm
Sociologists,0.3,0.2,0.4,0.4,0.1,PhD,54,0.3571428571,53140,See How to Become One,"54,600",4% (As fast as average),"2,400",https://www.bls.gov/ooh/arts-and-design/craft-and-fine-artists.htm
Sod Layer,0.05,0.8,0.05,0.1,0,,23,0.85,67180,Associate's degree,"264,100",6% (Faster than average),"15,400",https://www.bls.gov/ooh/healthcare/radiologic-technologists.htm
Soft Shoe Dancer,0.05,0.4,0.3,0.25,0,Highschool,71,0.45,44890,Bachelor's degree,"275,200",9% (Much faster than average),"25,300",https://www.bls.gov/ooh/entertainment-and-sports/coaches-and-scouts.htm
Software Applications Architect,0.9,0.1,0.7,0.2,0.1,Masters,54,0.5,61450,Bachelor's degree,"212,100",0% (Little or no change),-800,https://www.bls.gov/ooh/education-training-and-library/career-and-technical-education-teachers.htm
Software Applications Designer,0.9,0.1,0.7,0.2,0.1,Bachelors,54,0.5,38060,Postsecondary nondegree award,"82,000",9% (Much faster than average),"7,500",https://www.bls.gov/ooh/personal-care-and-service/skincare-specialists.htm
Software Applications Engineer,0.9,0.3,0.6,0.2,0.1,Bachelors,54,0.5714285714,52120,High school diploma or equivalent,"38,300",6% (Faster than average),"2,300",https://www.bls.gov/ooh/protective-service/private-detectives-and-investigators.htm
"Software developers, quality assurance analysts, and testers",0.9,0.4,0.6,0.2,0.1,Bachelors,54,0.5909090909,67220,Bachelor's degree,"26,400",8% (Faster than average),"2,200",https://www.bls.gov/ooh/management/entertainment-and-recreation-managers.htm
Software Engineer,0.9,0.3,0.6,0.2,0.1,Bachelors,54,0.5714285714,47920,No formal educational credential,"154,500",2% (As fast as average),"3,100",https://www.bls.gov/ooh/construction-and-extraction/roofers.htm
Software Quality Assurance Technician,0.8,0.5,0.4,0.2,0.1,Bachelors,54,0.65,39520,See How to Become One,"1,624,800",4% (As fast as average),"57,900",https://www.bls.gov/ooh/construction-and-extraction/construction-laborers-and-helpers.htm
Software Quality Control Specialist,0.8,0.4,0.5,0.2,0.1,Bachelors,54,0.6,31290,High school diploma or equivalent,"132,100",1% (Little or no change),"1,700",https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm
Software Quality Engineer,0.8,0.2,0.6,0.2,0.1,Bachelors,54,0.5263157895,31290,High school diploma or equivalent,"132,100",1% (Little or no change),"1,700",https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm
Software Systems Engineer,0.9,0.3,0.6,0.2,0.1,Bachelors,54,0.5714285714,31290,High school diploma or equivalent,"132,100",1% (Little or no change),"1,700",https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm
Software Test Engineer,0.9,0.4,0.4,0.2,0.1,Bachelors,54,0.65,31290,High school diploma or equivalent,"132,100",1% (Little or no change),"1,700",https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm
Soil Conservationist,0.2,0.3,0.3,0.1,0.1,Bachelors,11,0.5,31290,High school diploma or equivalent,"132,100",1% (Little or no change),"1,700",https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm
Soil Engineer,0.2,0.3,0.3,0.1,0.1,Bachelors,54,0.5,31290,High school diploma or equivalent,"132,100",1% (Little or no change),"1,700",https://www.bls.gov/ooh/personal-care-and-service/gaming-services-occupations.htm
Soil Fertility Extension Specialist,0.2,0.2,0.3,0.2,0.1,Masters,11,0.4,103260,Doctoral or professional degree,"89,500",20% (Much faster than average),"17,700",https://www.bls.gov/ooh/healthcare/veterinarians.htm
Soil Scientist,0.2,0.3,0.4,0.05,0.05,Masters,54,0.5,53680,No formal educational credential,"504,300",-8% (Decline),"-39,000",https://www.bls.gov/ooh/office-and-administrative-support/postal-service-workers.htm
Solar Astronomer,0.4,0.2,0.3,0.05,0.05,PhD,54,0.6,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm
Solar Photovoltaic Electrician,0.2,0.4,0.2,0.1,0.1,Professional Certificate,23,0.6,36190,See How to Become One,"269,200",6% (Faster than average),"16,400",https://www.bls.gov/ooh/production/food-and-tobacco-processing-workers.htm
Solar photovoltaic installers,0.1,0.6,0.2,0.1,0.05,Professional Certificate,23,0.6666666667,51680,Postsecondary nondegree award,"334,200",4% (As fast as average),"12,000",https://www.bls.gov/ooh/protective-service/firefighters.htm
Solar PV Installer,0.1,0.6,0.2,0.1,0,Professional Certificate,23,0.7,28130,No formal educational credential,"4,540,700",2% (As fast as average),"79,700",https://www.bls.gov/ooh/food-preparation-and-serving/food-and-beverage-serving-and-related-workers.htm
Solar Thermal Installer,0.1,0.6,0.2,0.1,0.05,Professional Certificate,23,0.6666666667,28240,No formal educational credential,"3,345,800",-10% (Decline),"-348,100",https://www.bls.gov/ooh/sales/cashiers.htm
Soldering Machine Operator,0.1,0.7,0.1,0.05,0.05,Highschool,33,0.8,30910,See How to Become One,"2,729,300",6% (Faster than average),"175,300",https://www.bls.gov/ooh/food-preparation-and-serving/cooks.htm
Soldering Machine Setter and Setup Operator,0.1,0.7,0.1,0.05,0.05,Highschool,33,0.8,44080,See How to Become One,"88,000",3% (As fast as average),"2,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm
Soldering Machine Tender,0.1,0.7,0.1,0.05,0.05,Highschool,33,0.8,75910,Bachelor's degree,"32,400",2% (As fast as average),700,https://www.bls.gov/ooh/arts-and-design/industrial-designers.htm
Solid Waste Collector,0.05,0.8,0.05,0.1,0,Highschool,56,0.85,44080,See How to Become One,"88,000",3% (As fast as average),"2,500",https://www.bls.gov/ooh/installation-maintenance-and-repair/small-engine-mechanics.htm
Soloist,0.1,0.3,0.4,0.2,0,Professional Certificate,71,0.4,113940,Master's degree,"17,600",6% (Faster than average),"1,100",https://www.bls.gov/ooh/life-physical-and-social-science/economists.htm
Song Lyricist,0.2,0.1,0.6,0.1,0,,71,0.3,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Songwriter,0.3,0.2,0.4,0.1,0,Professional Certificate,71,0.5,85330,See How to Become One,"196,000",6% (Faster than average),"12,000",https://www.bls.gov/ooh/life-physical-and-social-science/psychologists.htm
Sonographer,0.3,0.4,0.2,0.1,0,Associates,62,0.7,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Sound Assistant,0.2,0.4,0.2,0.2,0,Associates,51,0.6,38710,See How to Become One,"1,382,600",-4% (Decline),"-54,000",https://www.bls.gov/ooh/office-and-administrative-support/information-clerks.htm
Sound Cutter,0.7,0.2,0.1,0,0,Professional Certificate,51,0.9,74240,Bachelor's degree,"178,400",9% (Much faster than average),"16,200",https://www.bls.gov/ooh/management/social-and-community-service-managers.htm
Sound Designer,0.7,0.1,0.6,0.2,0.05,Bachelors,51,0.4848484848,74240,Bachelor's degree,"178,400",9% (Much faster than average),"16,200",https://www.bls.gov/ooh/management/social-and-community-service-managers.htm
Sound Editor,0.9,0.3,0.6,0.1,0.05,Bachelors,51,0.6153846154,38520,High school diploma or equivalent,"415,100",9% (Much faster than average),"35,600",https://www.bls.gov/ooh/community-and-social-service/social-and-human-service-assistants.htm
Sound Effects Technician,0.7,0.2,0.6,0.3,0.1,Associates,51,0.4736842105,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Sourcing Manager,0.4,0.2,0.2,0.1,0.1,Bachelors,42,0.6,55960,Bachelor's degree,"58,500",-3% (Decline),"-1,900",https://www.bls.gov/ooh/media-and-communication/reporters-correspondents-and-broadcast-news-analysts.htm
Sous Chef,0.05,0.4,0.25,0.2,0.1,Professional Certificate,72,0.45,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
South Asian History Professor,0.2,0.1,0.5,0.15,0.05,PhD,61,0.3,36160,See How to Become One,"1,281,600",3% (As fast as average),"44,200",https://www.bls.gov/ooh/building-and-grounds-cleaning/grounds-maintenance-workers.htm
Space Scientist,0.4,0.1,0.4,0.05,0.05,PhD,54,0.5,,See How to Become One,"18,400",5% (Faster than average),"1,000",https://www.bls.gov/ooh/entertainment-and-sports/dancers-and-choreographers.htm
Spanish Literature Professor,0.2,0.2,0.4,0.2,0.1,PhD,61,0.3636363636,124200,Bachelor's degree,"1,795,300",25% (Much faster than average),"451,200",https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm
Spanish Tutor,0.1,0.4,0.3,0.2,0,Bachelors,61,0.5,124200,Bachelor's degree,"1,795,300",25% (Much faster than average),"451,200",https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm
Spark Plug Tester,0.05,0.7,0.15,0.05,0.05,Highschool,33,0.75,124200,Bachelor's degree,"1,795,300",25% (Much faster than average),"451,200",https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm
Special Education Aide,0.1,0.4,0.2,0.3,0,Associates,61,0.5,124200,Bachelor's degree,"1,795,300",25% (Much faster than average),"451,200",https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm
Special Education Bus Driver,0.05,0.7,0.1,0.15,0,Highschool,48,0.75,124200,Bachelor's degree,"1,795,300",25% (Much faster than average),"451,200",https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm
Special Education Classroom Aide,0.1,0.4,0.2,0.3,0,Associates,61,0.5,124200,Bachelor's degree,"1,795,300",25% (Much faster than average),"451,200",https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm
Special Education Curriculum Specialist,0.3,0.2,0.3,0.2,0.1,Masters,61,0.4545454545,124200,Bachelor's degree,"1,795,300",25% (Much faster than average),"451,200",https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm
Special Education Instructional Assistant,0.1,0.4,0.2,0.3,0,Associates,61,0.5,124200,Bachelor's degree,"1,795,300",25% (Much faster than average),"451,200",https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm
Special Education Paraeducator,0.2,0.3,0.2,0.3,0,Associates,61,0.5,124200,Bachelor's degree,"1,795,300",25% (Much faster than average),"451,200",https://www.bls.gov/ooh/computer-and-information-technology/software-developers.htm
Special Education Paraprofessional,0.2,0.4,0.2,0.8,0.1,Associates,61,0.3529411765,64420,Bachelor's degree,"36,000",4% (As fast as average),"1,300",https://www.bls.gov/ooh/life-physical-and-social-science/conservation-scientists.htm
Special Education Preschool Teacher,0.2,0.3,0.25,0.25,0,Bachelors,61,0.5,96530,Bachelor's degree,"47,300",6% (Faster than average),"2,900",https://www.bls.gov/ooh/architecture-and-engineering/environmental-engineers.htm
Special Education Professor,0.3,0.2,0.3,0.2,0.1,PhD,61,0.4545454545,74940,Bachelor's degree,"35,400",6% (Faster than average),"2,100",https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm
Special Education Teacher for Adults with Disabilities,0.2,0.3,0.25,0.6,0.1,Bachelors,61,0.3448275862,74940,Bachelor's degree,"35,400",6% (Faster than average),"2,100",https://www.bls.gov/ooh/life-physical-and-social-science/agricultural-and-food-scientists.htm
Special education teachers,0.2,0.3,0.25,0.6,0.1,Masters,61,0.3448275862,139220,Doctoral or professional degree,"23,600",5% (Faster than average),"1,100",https://www.bls.gov/ooh/life-physical-and-social-science/physicists-and-astronomers.htm
Special Education Teaching Assistant,0.1,0.4,0.2,0.3,0,Associates,61,0.5,60240,High school diploma or equivalent,"762,600",6% (Faster than average),"49,200",https://www.bls.gov/ooh/construction-and-extraction/electricians.htm
Special Effects Artist,0.8,0.2,0.6,0.2,0.1,Bachelors,71,0.5263157895,45230,High school diploma or equivalent,"29,400",22% (Much faster than average),"6,600",https://www.bls.gov/ooh/construction-and-extraction/solar-photovoltaic-installers.htm
Special effects artists and animators,0.8,0.2,0.6,0.2,0.1,Bachelors,51,0.5263157895,60090,High school diploma or equivalent,"482,700",2% (As fast as average),"10,900",https://www.bls.gov/ooh/construction-and-extraction/plumbers-pipefitters-and-steamfitters.htm
Specialty Cook,0.05,0.6,0.2,0.1,0.05,Professional Certificate,72,0.65,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm
Specifications Writer,0.7,0.2,0.6,0.3,0.1,Bachelors,54,0.4736842105,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm
Speech-language pathologists,0.2,0.3,0.3,0.7,0.1,Masters,62,0.3125,41060,See How to Become One,"1,048,200",-6% (Decline),"-67,200",https://www.bls.gov/ooh/production/metal-and-plastic-machine-workers.htm
Speech and Hearing Therapy Director,0.2,0.2,0.3,0.2,0.1,Masters,62,0.4,34960,See How to Become One,"7,099,400",5% (Faster than average),"353,400",https://www.bls.gov/ooh/transportation-and-material-moving/hand-laborers-and-material-movers.htm
Speech and Language Specialist,0.1,0.2,0.4,0.3,0,Masters,62,0.3,,No formal educational credential,"173,500",1% (Little or no change),"2,100",https://www.bls.gov/ooh/entertainment-and-sports/musicians-and-singers.htm
Speech Clinician,0.1,0.2,0.4,0.3,0,Masters,62,0.3,73150,Bachelor's degree,"151,200",4% (As fast as average),"5,600",https://www.bls.gov/ooh/media-and-communication/writers-and-authors.htm
Speech Pathologist,0.2,0.3,0.3,0.7,0.1,Masters,62,0.3125,62940,Bachelor's degree,"51,800",1% (Little or no change),600,https://www.bls.gov/ooh/entertainment-and-sports/music-directors-and-composers.htm
Speech Professor,0.2,0.1,0.4,0.3,0.1,PhD,61,0.2727272727,78210,Associate's degree,"142,800",10% (Much faster than average),"14,200",https://www.bls.gov/ooh/healthcare/diagnostic-medical-sonographers.htm
Speech Therapist,0.1,0.3,0.4,0.2,0,Masters,62,0.4,53960,See How to Become One,"142,800",2% (As fast as average),"2,500",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm
Speed Belt Sander,0.05,0.7,0.1,0.05,0.1,Highschool,31,0.75,53960,See How to Become One,"142,800",2% (As fast as average),"2,500",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm
Speedboat Driver,0.05,0.6,0.2,0.15,0,Highschool,71,0.65,53960,See How to Become One,"142,800",2% (As fast as average),"2,500",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm
Speedboat Operator,0.05,0.7,0.1,0.15,0,Highschool,71,0.75,53960,See How to Become One,"142,800",2% (As fast as average),"2,500",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm
Spike Machine Feeder,0.05,0.8,0.05,0.05,0.05,Highschool,31,0.85,53960,See How to Become One,"142,800",2% (As fast as average),"2,500",https://www.bls.gov/ooh/media-and-communication/broadcast-and-sound-engineering-technicians.htm
Spike Machine Operator,0.05,0.7,0.1,0.1,0.05,Highschool,23,0.75,75120,Bachelor's degree,"571,900",-6% (Decline),"-34,600",https://www.bls.gov/ooh/business-and-financial/purchasing-managers-buyers-and-purchasing-agents.htm
Spinning Doffer,0.05,0.8,0.05,0.05,0.05,Highschool,31,0.85,56520,High school diploma or equivalent,"174,400",5% (Faster than average),"9,200",https://www.bls.gov/ooh/food-preparation-and-serving/chefs-and-head-cooks.htm
Spooler Operator,0.1,0.7,0.1,0.05,0.05,Highschool,31,0.8,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Sports Attorney,0.3,0.2,0.3,0.2,0.1,Professional Certificate,54,0.4545454545,83780,Bachelor's degree,"10,500",4% (As fast as average),500,https://www.bls.gov/ooh/life-physical-and-social-science/atmospheric-scientists-including-meteorologists.htm
Sports Book Board Attendant,0.3,0.5,0.1,0.1,0,Highschool,71,0.8,80840,See How to Become One,"1,333,900",8% (Faster than average),"108,100",https://www.bls.gov/ooh/education-training-and-library/postsecondary-teachers.htm
Sportsbook Ticket Writer,0.3,0.5,0.1,0.1,0,Highschool,71,0.8,36680,"Some college, no degree","223,700",3% (As fast as average),"7,400",https://www.bls.gov/ooh/education-training-and-library/tutors.htm
Sports Cartoonist,0.7,0.1,0.15,0.05,0,Bachelors,51,0.8,43900,High school diploma or equivalent,"595,400",-4% (Decline),"-23,000",https://www.bls.gov/ooh/production/quality-control-inspectors.htm
